,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,ID,age,gender,polAffil,polAlign_1,educ,langother,englishprof,Q1_1,Q2_1,Q4_1,Q5_1,Q3_1,Q6_1,Q1_2_3,Q1_2_4,Q2_2_1,Q2_2_2,Q4_2_1,Q4_2_2,Q5_2_1,Q5_2_2,Q3_2_1,Q3_2_2,Q6_2_1,Q6_2_2,Condition,survey,Q1_midpoint,Q2_midpoint,Q3_midpoint,Q4_midpoint,Q5_midpoint,Q6_midpoint,Q1_width,Q2_width,Q3_width,Q4_width,Q5_width,Q6_width,width_median,width_mean
14,2022-06-09 07:24:54,2022-06-09 07:40:50,IP Address,100,955,True,2022-06-09 07:40:53,R_ZFdlRMU9qEzFaqB,anonymous,EN,"I consent, begin the study.",14,55.0,Male,Republican,7.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.74,0.75,0.75,0.75,0.25,0.93,0.28,0.75,0.33,0.67,0.51,0.71,0.59,0.9,0.27,0.66,0.74,0.75,0.0,R_first,0.515,0.5,0.465,0.61,0.745,0.745,0.47,0.34,0.39,0.1999999999999999,0.31,0.01,0.325,0.2866666666666667
15,2022-06-09 07:39:10,2022-06-09 07:43:20,IP Address,100,250,True,2022-06-09 07:43:20,R_1luw4KEXLL9wlxv,anonymous,EN,"I consent, begin the study.",15,25.0,Male,Republican,5.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,1.0,1.0,1.0,0.0,0.0,1.0,0.15,0.55,0.3,0.5,0.4,0.7,0.3,0.55,0.2,0.4,0.4,0.7,1.0,R_first,0.35,0.4,0.3,0.55,0.425,0.55,0.4,0.2,0.2,0.2999999999999999,0.25,0.2999999999999999,0.275,0.2749999999999999
16,2022-06-09 07:35:22,2022-06-09 07:43:30,IP Address,100,487,True,2022-06-09 07:43:30,R_Yb2Y1iXzyWlkdsl,anonymous,EN,"I consent, begin the study.",16,40.0,Male,Republican,8.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.75,0.75,0.75,0.75,0.75,0.25,0.0,1.0,0.0,0.75,0.25,1.0,0.0,1.0,0.0,0.75,0.25,0.75,1.0,R_first,0.5,0.375,0.375,0.625,0.5,0.5,1.0,0.75,0.75,0.75,1.0,0.5,0.75,0.7916666666666666
17,2022-06-09 07:34:50,2022-06-09 07:49:29,IP Address,100,879,True,2022-06-09 07:49:30,R_2DP7jZBtlRaUzFo,anonymous,EN,"I consent, begin the study.",17,26.0,Male,Republican,7.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.69,0.67,0.78,1.0,0.0,0.77,0.59,0.81,0.55,0.68,0.54,0.72,0.64,0.83,0.21,0.39,0.68,0.92,0.0,R_first,0.7,0.615,0.3,0.63,0.735,0.8,0.22,0.13,0.18,0.1799999999999999,0.1899999999999999,0.24,0.185,0.19
18,2022-06-09 07:53:40,2022-06-09 08:02:51,IP Address,100,551,True,2022-06-09 08:02:52,R_9AjO96KdGpXLtNn,anonymous,EN,"I consent, begin the study.",18,80.0,Male,Republican,8.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.23,0.07,0.25,0.09,0.1,0.77,0.2,0.62,0.41,0.75,0.16,0.42,0.26,0.61,0.0,0.39,0.39,0.8,1.0,R_first,0.41,0.58,0.195,0.29,0.435,0.595,0.42,0.34,0.39,0.26,0.35,0.41,0.37,0.3616666666666666
19,2022-06-09 08:06:10,2022-06-09 08:15:28,IP Address,100,557,True,2022-06-09 08:15:28,R_r7tyFJIewhgW0Lf,anonymous,EN,"I consent, begin the study.",19,27.0,Male,Republican,8.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.02,0.85,0.75,0.75,0.25,0.97,0.25,0.4,0.55,0.75,0.7,0.85,0.7,0.9,0.35,0.6,0.65,0.95,0.0,R_first,0.325,0.65,0.475,0.7749999999999999,0.8,0.8,0.15,0.1999999999999999,0.25,0.15,0.2,0.2999999999999999,0.2,0.2083333333333333
20,2022-06-09 09:34:18,2022-06-09 09:40:08,IP Address,100,349,True,2022-06-09 09:40:08,R_2ANkKTMk8kuAOkC,anonymous,EN,"I consent, begin the study.",20,47.0,Male,Republican,6.0,Associate degree in college - Academic program,No,Very well,0.05,0.1,0.37,0.16,0.05,0.95,0.39,0.6,0.59,0.76,0.44,0.69,0.32,0.49,0.07,0.25,0.73,0.89,0.0,R_main,0.495,0.675,0.16,0.565,0.405,0.81,0.2099999999999999,0.17,0.18,0.2499999999999999,0.1699999999999999,0.16,0.175,0.19
21,2022-06-09 10:04:06,2022-06-09 10:10:20,IP Address,100,373,True,2022-06-09 10:10:20,R_2OGW4qglGfT1lHi,anonymous,EN,"I consent, begin the study.",21,33.0,Male,Republican,3.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.77,0.82,0.23,0.8,0.8,0.3,0.77,0.86,0.68,0.85,0.27,0.32,0.62,0.78,0.76,0.83,0.79,0.87,1.0,R_main,0.815,0.765,0.7949999999999999,0.295,0.7,0.8300000000000001,0.0899999999999999,0.1699999999999999,0.0699999999999999,0.0499999999999999,0.16,0.0799999999999999,0.0849999999999999,0.1033333333333332
22,2022-06-09 10:31:45,2022-06-09 10:34:47,IP Address,100,181,True,2022-06-09 10:34:47,R_BRitOILHj1buCJz,anonymous,EN,"I consent, begin the study.",22,28.0,Male,Republican,7.0,Some college but no degree,No,Very well,1.0,1.0,1.0,1.0,1.0,1.0,0.68,0.74,0.61,0.78,0.43,0.68,0.72,0.77,0.68,0.72,0.72,0.73,0.0,R_main,0.71,0.6950000000000001,0.7,0.555,0.745,0.725,0.0599999999999999,0.17,0.0399999999999999,0.25,0.05,0.01,0.0549999999999999,0.0966666666666666
23,2022-06-09 10:30:18,2022-06-09 10:35:19,IP Address,100,301,True,2022-06-09 10:35:19,R_0CVYrq6zt34iS6B,anonymous,EN,"I consent, begin the study.",23,28.0,Male,Republican,6.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.83,0.31,0.78,1.0,0.5,0.74,0.33,0.62,0.51,0.78,0.51,0.73,0.45,0.73,0.46,0.81,0.55,0.71,0.0,R_main,0.475,0.645,0.635,0.62,0.59,0.63,0.29,0.27,0.35,0.2199999999999999,0.2799999999999999,0.1599999999999999,0.275,0.2616666666666666
24,2022-06-09 10:29:31,2022-06-09 10:36:05,IP Address,100,394,True,2022-06-09 10:36:05,R_2742rkVV2myQAJy,anonymous,EN,"I consent, begin the study.",24,25.0,Male,Republican,9.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.75,1.0,0.75,1.0,0.0,0.25,0.3,0.8,0.3,0.8,0.25,0.75,0.35,0.85,0.25,0.75,0.2,0.7,1.0,R_main,0.55,0.55,0.5,0.5,0.6,0.4499999999999999,0.5,0.5,0.5,0.5,0.5,0.4999999999999999,0.5,0.5
25,2022-06-09 10:32:23,2022-06-09 10:36:29,IP Address,100,246,True,2022-06-09 10:36:30,R_2E3EYzsUT9vcwLl,anonymous,EN,"I consent, begin the study.",25,39.0,Male,Republican,10.0,"Doctorate degree (For example: PhD, EdD)",Yes,Very well,0.95,0.94,0.96,0.52,0.98,0.21,0.76,0.97,0.71,0.84,0.68,0.9,0.35,0.63,0.67,0.9,0.73,0.97,1.0,R_main,0.865,0.7749999999999999,0.785,0.79,0.49,0.85,0.2099999999999999,0.13,0.2299999999999999,0.2199999999999999,0.28,0.24,0.2249999999999999,0.2183333333333333
26,2022-06-09 10:27:00,2022-06-09 10:37:01,IP Address,100,600,True,2022-06-09 10:37:01,R_29gHAN06jONgkbk,anonymous,EN,"I consent, begin the study.",26,47.0,Female,Republican,9.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.81,0.24,0.35,1.0,1.0,0.51,1.0,0.17,0.82,0.0,R_main,1.0,0.405,0.755,0.295,1.0,0.495,0.0,0.81,0.49,0.1099999999999999,0.0,0.6499999999999999,0.3,0.3433333333333333
27,2022-06-09 10:30:03,2022-06-09 10:38:43,IP Address,100,519,True,2022-06-09 10:38:43,R_2PjPKJ5nPs9dUJT,anonymous,EN,"I consent, begin the study.",27,71.0,Male,Republican,10.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.0,1.0,0.15,1.0,0.0,0.02,0.45,0.66,0.41,0.95,0.27,0.77,0.65,0.79,0.69,0.99,0.33,0.63,0.0,R_main,0.555,0.6799999999999999,0.84,0.52,0.72,0.48,0.21,0.54,0.3,0.5,0.14,0.3,0.3,0.3316666666666666
28,2022-06-09 10:33:10,2022-06-09 10:40:22,IP Address,100,432,True,2022-06-09 10:40:23,R_3HBOU5HpcvrK4Pe,anonymous,EN,"I consent, begin the study.",28,39.0,Male,Republican,7.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.82,0.25,0.99,0.84,0.25,0.85,0.13,0.51,0.06,0.46,0.6,1.0,0.61,1.0,0.16,0.45,0.65,1.0,1.0,R_main,0.32,0.26,0.305,0.8,0.8049999999999999,0.825,0.38,0.4,0.29,0.4,0.39,0.35,0.385,0.3683333333333334
29,2022-06-09 10:33:56,2022-06-09 10:41:04,IP Address,100,427,True,2022-06-09 10:41:04,R_3WQi4UwYFOKjlRf,anonymous,EN,"I consent, begin the study.",29,23.0,Male,Republican,8.0,"Bachelor's degree (For example: BA, AB, BS)",Yes,Very well,0.9,0.8,0.1,0.6,0.65,0.95,0.51,0.76,0.4,0.8,0.0,0.3,0.6,0.85,0.55,0.75,0.75,1.0,0.0,R_main,0.635,0.6000000000000001,0.65,0.15,0.725,0.875,0.25,0.4,0.1999999999999999,0.3,0.25,0.25,0.25,0.2749999999999999
30,2022-06-09 10:31:38,2022-06-09 10:42:07,IP Address,100,628,True,2022-06-09 10:42:07,R_DdY34P5TNfyM9wt,anonymous,EN,"I consent, begin the study.",30,38.0,Male,Republican,6.0,Some college but no degree,No,Very well,0.71,1.0,1.0,0.71,0.79,0.5,0.25,1.0,0.52,1.0,0.58,1.0,0.57,1.0,0.0,1.0,0.5,1.0,0.0,R_main,0.625,0.76,0.5,0.79,0.7849999999999999,0.75,0.75,0.48,1.0,0.42,0.43,0.5,0.49,0.5966666666666667
31,2022-06-09 10:37:46,2022-06-09 10:42:34,IP Address,100,288,True,2022-06-09 10:42:35,R_1OZUP7xC9lRHqNf,anonymous,EN,"I consent, begin the study.",31,43.0,Male,Republican,6.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.06,0.0,0.25,0.78,0.0,0.78,0.1,0.25,0.32,0.66,0.27,0.6,0.45,0.55,0.22,0.6,0.76,0.84,1.0,R_main,0.175,0.49,0.41,0.435,0.5,0.8,0.15,0.34,0.38,0.3299999999999999,0.1,0.0799999999999999,0.24,0.2299999999999999
32,2022-06-09 10:43:32,2022-06-09 10:48:57,IP Address,100,324,True,2022-06-09 10:48:57,R_3imptz8dPe78qVn,anonymous,EN,"I consent, begin the study.",32,40.0,Male,Republican,7.0,Some college but no degree,Yes,Very well,0.62,0.38,0.7,0.6,0.28,0.71,0.34,0.67,0.15,0.59,0.42,0.82,0.61,0.76,0.39,0.62,0.6,0.8,1.0,R_main,0.505,0.37,0.505,0.62,0.685,0.7,0.33,0.4399999999999999,0.2299999999999999,0.3999999999999999,0.15,0.2,0.28,0.2916666666666667
33,2022-06-09 10:40:39,2022-06-09 10:50:13,IP Address,100,573,True,2022-06-09 10:50:14,R_1q8orP4LJmf4bR2,anonymous,EN,"I consent, begin the study.",33,48.0,Female,Republican,8.0,Some college but no degree,No,Very well,0.79,0.19,0.74,0.82,0.0,0.87,0.37,0.62,0.23,0.83,0.22,0.85,0.13,0.81,0.24,0.83,0.09,0.88,0.0,R_main,0.495,0.53,0.5349999999999999,0.535,0.47,0.485,0.25,0.6,0.59,0.63,0.68,0.79,0.615,0.59
34,2022-06-09 10:43:37,2022-06-09 10:50:33,IP Address,100,416,True,2022-06-09 10:50:34,R_1HidQDli5uLuKKl,anonymous,EN,"I consent, begin the study.",34,30.0,Male,Republican,10.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Yes,Very well,0.99,1.0,0.01,0.02,0.98,0.02,0.29,0.7,0.2,0.65,0.7,0.84,0.69,0.92,0.06,0.63,0.34,0.57,1.0,R_main,0.495,0.425,0.345,0.77,0.8049999999999999,0.4549999999999999,0.41,0.45,0.5700000000000001,0.14,0.2300000000000001,0.2299999999999999,0.32,0.3383333333333334
35,2022-06-09 10:50:30,2022-06-09 10:54:34,IP Address,100,244,True,2022-06-09 10:54:34,R_1cRI3ea7ZBZG8eI,anonymous,EN,"I consent, begin the study.",35,50.0,Male,Republican,6.0,Associate degree in college - Occupational/vocational program,No,Very well,0.89,0.91,0.37,0.37,0.77,0.91,0.41,0.64,0.32,0.67,0.38,0.78,0.16,0.54,0.56,0.92,0.47,0.78,1.0,R_main,0.525,0.495,0.74,0.5800000000000001,0.35,0.625,0.23,0.35,0.36,0.4,0.38,0.31,0.355,0.3383333333333334
36,2022-06-09 10:38:56,2022-06-09 10:55:03,IP Address,100,967,True,2022-06-09 10:55:03,R_24xcDqvh7AWgljL,anonymous,EN,"I consent, begin the study.",36,29.0,Male,Republican,10.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.0,0.0,0.01,0.25,0.0,0.75,0.0,0.3,0.0,0.25,0.18,0.44,0.0,0.3,0.1,0.4,0.45,0.9,0.0,R_main,0.15,0.125,0.25,0.31,0.15,0.675,0.3,0.25,0.3,0.26,0.3,0.45,0.3,0.31
37,2022-06-09 10:51:33,2022-06-09 10:55:17,IP Address,100,223,True,2022-06-09 10:55:17,R_2qeqqUiHdMIbs36,anonymous,EN,"I consent, begin the study.",37,28.0,Male,Republican,6.0,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",No,Very well,0.23,0.78,0.28,0.7,0.36,0.07,0.24,0.8,0.26,0.88,0.65,0.83,0.4,0.63,0.41,0.5,0.39,0.75,0.0,R_main,0.52,0.5700000000000001,0.4549999999999999,0.74,0.515,0.5700000000000001,0.56,0.62,0.09,0.1799999999999999,0.2299999999999999,0.36,0.295,0.34
38,2022-06-09 10:48:33,2022-06-09 10:59:40,IP Address,100,667,True,2022-06-09 10:59:40,R_10HhgzmH5WC2d02,anonymous,EN,"I consent, begin the study.",38,66.0,Male,Republican,8.0,Some college but no degree,No,Very well,1.0,1.0,1.0,1.0,1.0,0.0,0.35,0.55,0.4,0.6,0.35,0.65,0.35,0.65,0.25,0.4,0.45,0.7,1.0,R_main,0.45,0.5,0.325,0.5,0.5,0.575,0.2,0.1999999999999999,0.15,0.3,0.3,0.2499999999999999,0.225,0.2333333333333333
39,2022-06-09 10:52:29,2022-06-09 11:01:54,IP Address,100,564,True,2022-06-09 11:01:54,R_25KR3majTt5Ng3v,anonymous,EN,"I consent, begin the study.",39,63.0,Female,Republican,8.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.78,0.77,1.0,0.0,0.01,0.24,0.26,0.97,0.51,0.55,0.69,0.84,0.31,0.88,0.07,0.96,0.27,0.84,1.0,R_main,0.615,0.53,0.515,0.7649999999999999,0.595,0.5549999999999999,0.71,0.04,0.8899999999999999,0.15,0.5700000000000001,0.57,0.5700000000000001,0.4883333333333333
40,2022-06-09 10:59:06,2022-06-09 11:03:02,IP Address,100,235,True,2022-06-09 11:03:02,R_1l9MVORFXPnaGTc,anonymous,EN,"I consent, begin the study.",40,34.0,Male,Republican,10.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.02,1.0,0.98,0.24,0.79,0.51,0.09,0.73,0.26,1.0,0.05,0.81,0.15,0.96,0.51,0.51,0.27,0.49,1.0,R_main,0.41,0.63,0.51,0.43,0.5549999999999999,0.38,0.64,0.74,0.0,0.76,0.8099999999999999,0.2199999999999999,0.69,0.5283333333333333
41,2022-06-09 10:57:03,2022-06-09 11:03:39,IP Address,100,396,True,2022-06-09 11:03:40,R_29v74wrFRky8NWu,anonymous,EN,"I consent, begin the study.",41,29.0,Male,Republican,7.0,Some college but no degree,No,Very well,1.0,0.79,0.5,1.0,1.0,0.0,0.69,0.91,0.34,0.67,0.32,0.62,0.36,0.71,0.32,0.53,0.6,0.93,1.0,R_main,0.8,0.505,0.425,0.47,0.5349999999999999,0.765,0.22,0.33,0.21,0.3,0.35,0.33,0.315,0.29
42,2022-06-09 10:51:41,2022-06-09 11:03:41,IP Address,100,719,True,2022-06-09 11:03:41,R_1rqPjPMHzXzz3LA,anonymous,EN,"I consent, begin the study.",42,68.0,Male,Republican,9.0,Some college but no degree,No,Very well,1.0,1.0,0.83,1.0,0.0,1.0,0.21,0.75,0.25,0.75,0.36,0.65,0.33,0.63,0.43,0.66,0.42,0.64,0.0,R_main,0.48,0.5,0.545,0.505,0.48,0.53,0.54,0.5,0.23,0.29,0.3,0.22,0.295,0.3466666666666667
43,2022-06-09 10:54:45,2022-06-09 11:05:26,IP Address,100,641,True,2022-06-09 11:05:27,R_1lyEghEHB4sn9HU,anonymous,EN,"I consent, begin the study.",43,64.0,Male,Republican,8.0,Associate degree in college - Occupational/vocational program,No,Very well,0.36,0.75,0.76,0.23,0.0,0.66,0.22,0.78,0.15,0.85,0.41,0.61,0.35,0.62,0.25,0.78,0.25,0.78,0.0,R_main,0.5,0.5,0.515,0.51,0.485,0.515,0.56,0.7,0.53,0.2,0.27,0.53,0.53,0.465
44,2022-06-09 11:01:50,2022-06-09 11:06:29,IP Address,100,278,True,2022-06-09 11:06:29,R_1rv6jjVLQtAacFM,anonymous,EN,"I consent, begin the study.",44,23.0,Male,Republican,7.0,"Bachelor's degree (For example: BA, AB, BS)",No,Very well,0.77,0.86,1.0,0.9,0.07,0.9,0.42,0.78,0.41,0.73,0.79,1.0,0.73,1.0,0.0,0.26,0.76,1.0,1.0,R_main,0.6,0.57,0.13,0.895,0.865,0.88,0.36,0.32,0.26,0.2099999999999999,0.27,0.24,0.265,0.2766666666666666
45,2022-06-09 11:01:34,2022-06-09 11:08:39,IP Address,100,425,True,2022-06-09 11:08:40,R_2DYzy9XSdKnT7j7,anonymous,EN,"I consent, begin the study.",45,33.0,Male,Republican,8.0,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),No,Very well,0.9,0.67,0.82,0.72,0.06,0.03,0.51,0.8,0.4,0.62,0.59,0.81,0.58,0.78,0.07,0.35,0.59,0.85,1.0,R_main,0.655,0.51,0.21,0.7,0.6799999999999999,0.72,0.29,0.2199999999999999,0.2799999999999999,0.22,0.2,0.26,0.24,0.245
